image,image_data,object_info,actr_data,actr_data_processed
000000036417.jpg,"[['bottle', 86.82149648666382, 867, 730, 337, 8], ['apple', 91.01420044898987, 725, 385, 652, 379]]","[['bottle', 86.82149648666382, 798, 172, 45073, 3.023204686707162], ['apple', 91.01420044898987, 555, 515, 92820, 3.2899738375598533]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 555, screen_y= 515, value= None), value= apple) [0.5566]', '_visuallocation(color= None, screen_x= 798, screen_y= 172, value= None) [0.6066]']","[[555, 515, 0.5566], [798, 172, 0.6066]]"
000000037367.jpg,"[['laptop', 99.81802701950072, 806, 393, 599, 338], ['chair', 62.9758894443512, 1539, 1121, 787, 359], ['diningtable', 90.59062600135805, 1413, 199, 1060, 420], ['chair', 95.56815028190613, 912, 781, 428, 288], ['chair', 98.38525652885436, 1139, 908, 477, 271], ['bottle', 97.33930230140686, 1192, 1114, 576, 341], ['book', 65.85070490837097, 1123, 872, 649, 564], ['cup', 96.3106632232666, 901, 835, 505, 382], ['mouse', 98.6489474773407, 797, 683, 596, 538], ['remote', 91.67460203170776, 1108, 912, 623, 564]]","[['laptop', 99.81802701950072, 599, 468, 107793, 3.26487744585213], ['chair', 62.9758894443512, 1330, 573, 178904, 2.7348768337981033], ['diningtable', 90.59062600135805, 806, 740, 776960, 2.947906784166846], ['chair', 95.56815028190613, 846, 358, 18340, 2.9529328247255173], ['chair', 98.38525652885436, 1023, 374, 47586, 3.1878718658540133], ['bottle', 97.33930230140686, 1153, 458, 18330, 3.0482340705472843], ['book', 65.85070490837097, 997, 606, 21335, 2.7992322785466173], ['cup', 96.3106632232666, 868, 443, 8118, 3.245741524306703], ['mouse', 98.6489474773407, 740, 567, 6612, 3.1797160372186157], ['remote', 91.67460203170776, 1010, 593, 11564, 3.29988295083915]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 599, screen_y= 468, value= None), value= laptop) [0.6777]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 740, screen_y= 567, value= None), value= mouse) [1.1616]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 868, screen_y= 443, value= None), value= cup) [1.6105]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 846, screen_y= 358, value= None), value= chair) [2.0094]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1023, screen_y= 374, value= None), value= chair) [2.4283]', '_visuallocation(color= None, screen_x= 1153, screen_y= 458, value= None) [2.4783]']","[[599, 468, 0.6777], [740, 567, 1.1616], [868, 443, 1.6105], [846, 358, 2.0094], [1023, 374, 2.4283], [1153, 458, 2.4783]]"
000000041398.jpg,"[['cake', 74.36175346374513, 1243, 508, 912, 359], ['bottle', 75.07745623588563, 653, 489, 347, 54], ['bowl', 88.51064443588257, 1530, 1231, 386, 25], ['bowl', 69.40886378288269, 400, 137, 1046, 851]]","[['cake', 74.36175346374513, 875, 635, 406455, 3.044720981176371], ['bottle', 75.07745623588563, 571, 200, 48052, 2.8987010567840197], ['bowl', 88.51064443588257, 1380, 205, 107939, 2.9942394474013128], ['bowl', 69.40886378288269, 268, 948, 51285, 2.796681093215723]]","['_visuallocation(color= None, screen_x= 571, screen_y= 200, value= None) [0.1]']","[[571, 200, 0.1]]"
000000044569.jpg,"[['cup', 99.28869009017944, 1070, 754, 447, 203], ['cup', 73.7025499343872, 913, 742, 188, 20], ['cup', 99.03613328933716, 1165, 938, 202, 34], ['cup', 91.1185085773468, 1363, 1075, 353, 199], ['apple', 98.92728328704834, 1352, 1048, 608, 281], ['knife', 60.83410978317261, 1540, 1338, 916, 410], ['spoon', 71.92638516426085, 1388, 1267, 979, 496]]","[['cup', 99.28869009017944, 912, 325, 77104, 3.003444896567169], ['cup', 73.7025499343872, 827, 104, 28728, 2.883937485691173], ['cup', 99.03613328933716, 1051, 118, 38136, 3.2191666212889496], ['cup', 91.1185085773468, 1219, 276, 44352, 3.091808143020844], ['apple', 98.92728328704834, 1200, 444, 99408, 3.0548383981700202], ['knife', 60.83410978317261, 1439, 663, 102212, 2.663284889487246], ['spoon', 71.92638516426085, 1327, 737, 58443, 2.6813086348859567]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 827, screen_y= 104, value= None), value= cup) [0.5757]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1051, screen_y= 118, value= None), value= cup) [1.0147]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1219, screen_y= 276, value= None), value= cup) [1.6435]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1200, screen_y= 444, value= None), value= apple) [2.1077]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 912, screen_y= 325, value= None), value= cup) [2.6479]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1327, screen_y= 737, value= None), value= spoon) [3.0677]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1439, screen_y= 663, value= None), value= knife) [3.5022]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1439, screen_y= 663, value= None), value= knife) [3.5022]']","[[827, 104, 0.5757], [1051, 118, 1.0147], [1219, 276, 1.6435], [1200, 444, 2.1077], [912, 325, 2.6479], [1327, 737, 3.0677], [1439, 663, 3.5022], [1439, 663, 3.5022]]"
000000044878.jpg,"[['sandwich', 65.3648316860199, 663, 274, 869, 425], ['bottle', 98.33690524101256, 782, 546, 454, -6], ['cup', 99.55045580863951, 1092, 806, 589, -9], ['sandwich', 89.58404660224916, 1623, 1393, 455, 238], ['sandwich', 92.27759838104248, 1631, 1439, 699, 548], ['sandwich', 85.66880226135255, 889, 624, 845, 519]]","[['sandwich', 65.3648316860199, 468, 647, 172716, 2.677604977176553], ['bottle', 98.33690524101256, 664, 224, 108560, 3.12420549113331], ['cup', 99.55045580863951, 949, 290, 171028, 3.1591250033553613], ['sandwich', 89.58404660224916, 1508, 346, 49910, 2.9986980940485073], ['sandwich', 92.27759838104248, 1535, 623, 28992, 3.093654716963099], ['sandwich', 85.66880226135255, 756, 682, 86390, 3.0193529418882994]]","['_visuallocation(color= None, screen_x= 664, screen_y= 224, value= None) [0.1]']","[[664, 224, 0.1]]"
000000047507.jpg,"[['bowl', 98.29245209693909, 787, 60, 818, 331], ['sandwich', 94.50334906578064, 1379, 815, 891, 424], ['spoon', 99.90952610969543, 1468, 445, 1013, 872], ['bottle', 99.4215965270996, 1378, 1060, 378, 91]]","[['bowl', 98.29245209693909, 423, 574, 354049, 3.0086329856095393], ['sandwich', 94.50334906578064, 1097, 657, 263388, 3.2210497852594875], ['spoon', 99.90952610969543, 956, 942, 144243, 3.1976888575021123], ['bottle', 99.4215965270996, 1219, 234, 91266, 3.113265870392311]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 423, screen_y= 574, value= None), value= bowl) [0.6044]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 956, screen_y= 942, value= None), value= spoon) [1.0985]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1097, screen_y= 657, value= None), value= sandwich) [1.6097]', '_visuallocation(color= None, screen_x= 1219, screen_y= 234, value= None) [1.6597]']","[[423, 574, 0.6044], [956, 942, 1.0985], [1097, 657, 1.6097], [1219, 234, 1.6597]]"
000000047949.jpg,"[['banana', 98.90826344490051, 944, 225, 275, 16], ['bottle', 78.7252902984619, 1254, 889, 306, 51], ['cake', 96.03530764579772, 1363, 238, 748, 266], ['diningtable', 63.88029456138611, 1458, 163, 1043, 214]]","[['banana', 98.90826344490051, 584, 145, 186221, 3.1532897453123887], ['bottle', 78.7252902984619, 1071, 178, 93075, 2.886806697932726], ['cake', 96.03530764579772, 800, 507, 542250, 3.1928487539259476], ['diningtable', 63.88029456138611, 810, 628, 1073555, 2.775565635027725]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 584, screen_y= 145, value= None), value= banana) [0.5324]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 800, screen_y= 507, value= None), value= cake) [0.9906]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 810, screen_y= 628, value= None), value= diningtable) [1.4098]', '_visuallocation(color= None, screen_x= 1071, screen_y= 178, value= None) [1.4598]']","[[584, 145, 0.5324], [800, 507, 0.9906], [810, 628, 1.4098], [1071, 178, 1.4598]]"
000000051047.jpg,"[['cup', 99.19729232788086, 742, 404, 632, 40], ['diningtable', 99.7828483581543, 1652, 91, 1109, 166], ['bottle', 79.87422943115234, 1423, 1226, 373, 32], ['spoon', 88.13729286193848, 861, 582, 661, 442]]","[['cup', 99.19729232788086, 573, 336, 200096, 3.2133004498187376], ['diningtable', 99.7828483581543, 871, 637, 1472023, 3.12792445081838], ['bottle', 79.87422943115234, 1324, 202, 67177, 2.997659208569541], ['spoon', 88.13729286193848, 721, 551, 61101, 2.9836344648523223]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 573, screen_y= 336, value= None), value= cup) [0.5173]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 721, screen_y= 551, value= None), value= spoon) [1.1702]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 871, screen_y= 637, value= None), value= diningtable) [1.5705]', '_visuallocation(color= None, screen_x= 1324, screen_y= 202, value= None) [1.6205]']","[[573, 336, 0.5173], [721, 551, 1.1702], [871, 637, 1.5705], [1324, 202, 1.6205]]"
000000053047.jpg,"[['banana', 99.34786558151244, 570, 12, 810, 133], ['cake', 96.00252509117126, 1631, 1191, 905, 383], ['bottle', 79.56505417823793, 343, 80, 428, 26]]","[['banana', 99.34786558151244, 291, 471, 377766, 3.025152493449497], ['cake', 96.00252509117126, 1411, 644, 229680, 3.212811953579541], ['bottle', 79.56505417823793, 211, 227, 105726, 2.9730157256782976]]","['_visuallocation(color= None, screen_x= 211, screen_y= 227, value= None) [0.1]']","[[211, 227, 0.1]]"
000000053491.jpg,"[['pizza', 94.82898712158205, 1472, 173, 891, 553], ['bottle', 69.06686425209045, 798, 567, 216, 13], ['bottle', 98.29704165458679, 382, 107, 566, 35]]","[['pizza', 94.82898712158205, 822, 722, 439062, 2.9988097816021027], ['bottle', 69.06686425209045, 682, 114, 46893, 2.839860824923164], ['bottle', 98.29704165458679, 244, 300, 146025, 3.009261962769138]]","['_visuallocation(color= None, screen_x= 244, screen_y= 300, value= None) [0.1]']","[[244, 300, 0.1]]"
000000056828.jpg,"[['tvmonitor', 71.74774408340456, 1649, 1286, 754, 75], ['keyboard', 77.00281143188477, 431, 46, 679, 487], ['keyboard', 99.0744173526764, 1377, 325, 1087, 682]]","[['tvmonitor', 71.74774408340456, 1467, 414, 246477, 2.945091285436595], ['keyboard', 77.00281143188477, 238, 583, 73920, 2.7353599669645634], ['keyboard', 99.0744173526764, 851, 884, 426060, 3.043143451446204]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 238, screen_y= 583, value= None), value= keyboard) [0.4717]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 851, screen_y= 884, value= None), value= keyboard) [0.9383]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1467, screen_y= 414, value= None), value= tvmonitor) [1.5271]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1467, screen_y= 414, value= None), value= tvmonitor) [1.5271]']","[[238, 583, 0.4717], [851, 884, 0.9383], [1467, 414, 1.5271], [1467, 414, 1.5271]]"
000000058864.jpg,"[['chair', 92.14135408401488, 1179, 802, 300, 47], ['laptop', 99.79179501533508, 877, 193, 821, 177], ['diningtable', 69.7160840034485, 1494, 129, 1038, 258], ['chair', 86.14983558654785, 640, 359, 163, 10], ['bottle', 99.21973943710329, 1205, 1083, 510, 131], ['cup', 96.19895219802856, 1069, 958, 525, 184], ['mouse', 99.72741603851318, 1289, 1062, 852, 690]]","[['chair', 92.14135408401488, 990, 173, 95381, 2.9116809842694105], ['laptop', 99.79179501533508, 535, 499, 440496, 3.076089533856011], ['diningtable', 69.7160840034485, 811, 648, 1064700, 2.951663675430108], ['chair', 86.14983558654785, 499, 86, 42993, 3.0897621366874395], ['bottle', 99.21973943710329, 1144, 320, 46238, 3.2136262880330833], ['cup', 96.19895219802856, 1013, 354, 37851, 3.1117411881828563], ['mouse', 99.72741603851318, 1175, 771, 36774, 3.2206721050258817]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 499, screen_y= 86, value= None), value= chair) [0.469]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 535, screen_y= 499, value= None), value= laptop) [1.0231]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 811, screen_y= 648, value= None), value= diningtable) [1.5989]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1013, screen_y= 354, value= None), value= cup) [2.0845]', '_visuallocation(color= None, screen_x= 1144, screen_y= 320, value= None) [2.1345]']","[[499, 86, 0.469], [535, 499, 1.0231], [811, 648, 1.5989], [1013, 354, 2.0845], [1144, 320, 2.1345]]"
