image,image_data,object_info,actr_data,actr_data_processed
000000092288.jpg,"[['diningtable', 97.93884158134459, 1546, 123, 977, 16], ['cup', 79.23106551170348, 1264, 1033, 407, 18], ['fork', 62.34816908836365, 1158, 1013, 745, 244], ['carrot', 70.99704146385194, 1040, 950, 482, 408]]","[['diningtable', 97.93884158134459, 834, 496, 1367503, 3.169003047328825], ['cup', 79.23106551170348, 1148, 212, 89859, 2.881572907255838], ['fork', 62.34816908836365, 1085, 494, 72645, 2.764307288308476], ['carrot', 70.99704146385194, 995, 445, 6660, 2.8413721198234567]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 834, screen_y= 496, value= ), value= 0) [0.683]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 995, screen_y= 445, value= None), value= 3) [1.0597]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1085, screen_y= 494, value= None), value= 2) [1.4146]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1148, screen_y= 212, value= None), value= 1) [1.9005]']","[[834, 496, 0.683], [995, 445, 1.0597], [1085, 494, 1.4146], [1148, 212, 1.9005]]"
000000093267.jpg,"[['diningtable', 96.187561750412, 1521, 96, 1085, 73], ['cup', 99.17640089988708, 1271, 1002, 440, 44]]","[['diningtable', 96.187561750412, 808, 579, 1442100, 3.078354410747284], ['cup', 99.17640089988708, 1136, 242, 106524, 3.114613326956621]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 808, screen_y= 579, value= ), value= 0) [0.6823]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1136, screen_y= 242, value= None), value= 1) [1.2232]']","[[808, 579, 0.6823], [1136, 242, 1.2232]]"
000000100223.jpg,"[['oven', 77.69981026649475, 1097, 607, 1081, 656], ['sink', 66.81761145591736, 1629, 865, 1109, 733], ['bottle', 93.08384656906128, 1473, 1401, 774, 565], ['wine glass', 65.87689518928528, 973, 928, 293, 198], ['apple', 63.82936239242554, 713, 672, 494, 458]]","[['oven', 77.69981026649475, 852, 868, 208250, 2.973512373125238], ['sink', 66.81761145591736, 1247, 921, 287264, 2.6289534646412114], ['bottle', 93.08384656906128, 1437, 669, 15048, 3.038485559372425], ['wine glass', 65.87689518928528, 950, 245, 4275, 2.831739814206782], ['apple', 63.82936239242554, 692, 476, 1476, 2.7958327236199496]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 692, screen_y= 476, value= ), value= 4) [0.7172]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 950, screen_y= 245, value= None), value= 3) [1.1268]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 852, screen_y= 868, value= None), value= 1) [1.6376]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1247, screen_y= 921, value= None), value= 0) [2.1575]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1437, screen_y= 669, value= None), value= 2) [2.5707]']","[[692, 476, 0.7172], [950, 245, 1.1268], [852, 868, 1.6376], [1247, 921, 2.1575], [1437, 669, 2.5707]]"
000000105576.jpg,"[['broccoli', 96.82106375694276, 1337, 955, 393, 57], ['bottle', 98.9001214504242, 1550, 1309, 401, 34], ['cup', 77.92318463325499, 875, 668, 661, 492]]","[['broccoli', 96.82106375694276, 1146, 225, 128352, 3.0877654636849217], ['bottle', 98.9001214504242, 1429, 217, 88447, 3.121988546553884], ['cup', 77.92318463325499, 771, 576, 34983, 2.7861338788534673]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 771, screen_y= 576, value= ), value= 2) [0.6702]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1146, screen_y= 225, value= None), value= 0) [1.2076]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1429, screen_y= 217, value= None), value= 1) [1.6821]']","[[771, 576, 0.6702], [1146, 225, 1.2076], [1429, 217, 1.6821]]"
000000107147.jpg,"[['diningtable', 89.49541449546814, 1335, 97, 1010, 125], ['bottle', 99.43054914474487, 518, 290, 408, 40], ['donut', 99.59886074066162, 985, 759, 569, 391], ['donut', 97.17841744422913, 1234, 1023, 713, 538], ['donut', 89.90976810455322, 848, 648, 699, 585], ['donut', 87.50236630439758, 1039, 833, 710, 552], ['cup', 99.82869029045105, 625, 356, 976, 700]]","[['diningtable', 89.49541449546814, 716, 567, 1095630, 3.115408314860314], ['bottle', 99.43054914474487, 404, 224, 83904, 3.1527400793067413], ['donut', 99.59886074066162, 872, 480, 40228, 2.96847166944401], ['donut', 97.17841744422913, 1128, 625, 36925, 3.0888650835102895], ['donut', 89.90976810455322, 748, 642, 22800, 3.0606648300272665], ['donut', 87.50236630439758, 936, 631, 32548, 2.9284215578456028], ['cup', 99.82869029045105, 490, 838, 74244, 3.1302103556694174]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 404, screen_y= 224, value= ), value= 1) [0.4659]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 716, screen_y= 567, value= None), value= 0) [0.9371]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 748, screen_y= 642, value= None), value= 6) [1.3779]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 936, screen_y= 631, value= None), value= 5) [1.9254]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 872, screen_y= 480, value= None), value= 3) [2.4343]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1128, screen_y= 625, value= None), value= 4) [2.9649]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 490, screen_y= 838, value= None), value= 2) [3.6269]']","[[404, 224, 0.4659], [716, 567, 0.9371], [748, 642, 1.3779], [936, 631, 1.9254], [872, 480, 2.4343], [1128, 625, 2.9649], [490, 838, 3.6269]]"
000000116577.jpg,"[['refrigerator', 84.88181233406067, 1366, 116, 1036, 81], ['bottle', 93.33443641662598, 1581, 1420, 1075, 792]]","[['refrigerator', 84.88181233406067, 741, 558, 1193750, 2.8170421613047014], ['bottle', 93.33443641662598, 1500, 933, 45563, 3.1796003773389567]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 741, screen_y= 558, value= ), value= 0) [0.5955]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1500, screen_y= 933, value= None), value= 1) [1.3212]']","[[741, 558, 0.5955], [1500, 933, 1.3212]]"
000000122602.jpg,"[['bottle', 89.57093358039856, 532, 339, 560, 163], ['scissors', 99.85653758049013, 531, 287, 934, 577]]","[['bottle', 89.57093358039856, 435, 361, 76621, 3.1781930537131973], ['scissors', 99.85653758049013, 409, 755, 87108, 3.0371210506267348]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 435, screen_y= 361, value= ), value= 1) [0.5315]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 409, screen_y= 755, value= None), value= 0) [1.0533]']","[[435, 361, 0.5315], [409, 755, 1.0533]]"
000000124995.jpg,"[['pottedplant', 65.72268009185791, 1162, 520, 763, 191], ['vase', 99.77328181266785, 1438, 1101, 734, 237], ['vase', 89.51736092567444, 976, 766, 724, 507]]","[['pottedplant', 65.72268009185791, 841, 477, 367224, 2.844578825345083], ['vase', 99.77328181266785, 1269, 485, 167489, 3.1125429336433954], ['vase', 89.51736092567444, 871, 615, 45570, 2.998043676450982]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 841, screen_y= 477, value= ), value= 0) [0.7945]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 871, screen_y= 615, value= None), value= 2) [1.2758]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1269, screen_y= 485, value= None), value= 1) [1.775]']","[[841, 477, 0.7945], [871, 615, 1.2758], [1269, 485, 1.775]]"
000000128398.jpg,"[['pizza', 76.44671797752379, 1410, 898, 351, 210], ['diningtable', 83.87168645858766, 1535, 157, 949, 187], ['pizza', 67.43210554122925, 1304, 293, 822, 406], ['wine glass', 91.51403903961182, 621, 442, 263, 21], ['bottle', 82.40534663200378, 851, 731, 329, 65]]","[['pizza', 76.44671797752379, 1154, 280, 72192, 2.8381486636091746], ['diningtable', 83.87168645858766, 846, 568, 1050036, 3.056996797877698], ['pizza', 67.43210554122925, 798, 614, 420576, 2.625352946215603], ['wine glass', 91.51403903961182, 531, 142, 43318, 3.1162775123072155], ['bottle', 82.40534663200378, 791, 197, 31680, 2.929696229545228]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 531, screen_y= 142, value= ), value= 3) [0.6563]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 791, screen_y= 197, value= None), value= 4) [1.0693]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1154, screen_y= 280, value= None), value= 2) [1.5211]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 846, screen_y= 568, value= None), value= 0) [1.9012]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 798, screen_y= 614, value= None), value= 1) [2.2806]']","[[531, 142, 0.6563], [791, 197, 1.0693], [1154, 280, 1.5211], [846, 568, 1.9012], [798, 614, 2.2806]]"
000000131595.jpg,"[['clock', 99.8607099056244, 1573, 968, 783, 74], ['clock', 97.553813457489, 777, 381, 926, 632], ['clock', 99.50522184371948, 1071, 805, 766, 463], ['bottle', 86.71348094940186, 1550, 1458, 852, 542]]","[['clock', 99.8607099056244, 1270, 428, 428945, 3.0925219933140333], ['clock', 97.553813457489, 579, 779, 116424, 3.122568360614582], ['clock', 99.50522184371948, 938, 614, 80598, 3.1771040587926054], ['bottle', 86.71348094940186, 1504, 697, 28520, 2.9870586346457415]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 579, screen_y= 779, value= ), value= 1) [0.6859]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 938, screen_y= 614, value= None), value= 2) [1.2363]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1270, screen_y= 428, value= None), value= 0) [1.8951]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1504, screen_y= 697, value= None), value= 3) [2.3644]']","[[579, 779, 0.6859], [938, 614, 1.2363], [1270, 428, 1.8951], [1504, 697, 2.3644]]"
000000134769.jpg,"[['chair', 98.71430397033691, 683, 280, 245, 9], ['diningtable', 93.868225812912, 1454, 146, 1077, 229], ['pizza', 98.79998564720154, 1365, 139, 1076, 321], ['bottle', 93.15155148506165, 944, 776, 325, 60]]","[['chair', 98.71430397033691, 481, 127, 95108, 3.059636432351629], ['diningtable', 93.868225812912, 800, 653, 1109184, 3.1166471466278356], ['pizza', 98.79998564720154, 752, 698, 925630, 3.1296946650436315], ['bottle', 93.15155148506165, 860, 192, 44520, 2.9970570398880008]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 481, screen_y= 127, value= ), value= 2) [0.6075]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 860, screen_y= 192, value= None), value= 3) [1.2206]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 800, screen_y= 653, value= None), value= 0) [1.8304]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 752, screen_y= 698, value= None), value= 1) [2.1923]']","[[481, 127, 0.6075], [860, 192, 1.2206], [800, 653, 1.8304], [752, 698, 2.1923]]"
000000137967.jpg,"[['tvmonitor', 99.32815432548523, 869, 496, 647, 337], ['keyboard', 99.55508708953856, 1528, 1123, 858, 679], ['tvmonitor', 99.70482587814331, 1541, 1220, 665, 340], ['book', 62.3973548412323, 1031, 957, 672, 470], ['keyboard', 99.8509407043457, 865, 465, 799, 717], ['book', 60.58477759361267, 1099, 879, 955, 810], ['mouse', 99.58937168121338, 1014, 928, 772, 722]]","[['tvmonitor', 99.32815432548523, 682, 492, 115630, 3.08449044811394], ['keyboard', 99.55508708953856, 1325, 768, 72495, 3.1196408728544127], ['tvmonitor', 99.70482587814331, 1380, 502, 104325, 3.234576446403511], ['book', 62.3973548412323, 994, 571, 14948, 2.696811246803348], ['keyboard', 99.8509407043457, 665, 758, 32800, 3.3225788701590417], ['book', 60.58477759361267, 989, 882, 31900, 2.726266199726484], ['mouse', 99.58937168121338, 971, 747, 4300, 3.048531232911312]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 682, screen_y= 492, value= ), value= 0) [0.5996]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 665, screen_y= 758, value= None), value= 3) [1.1782]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 971, screen_y= 747, value= None), value= 6) [1.7253]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 989, screen_y= 882, value= None), value= 4) [2.1432]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 994, screen_y= 571, value= None), value= 5) [2.6731]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1325, screen_y= 768, value= None), value= 2) [3.1617]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1380, screen_y= 502, value= None), value= 1) [3.7004]']","[[682, 492, 0.5996], [665, 758, 1.1782], [971, 747, 1.7253], [989, 882, 2.1432], [994, 571, 2.6731], [1325, 768, 3.1617], [1380, 502, 3.7004]]"
000000138086.jpg,"[['chair', 99.69993829727171, 1171, 562, 286, 32], ['pizza', 95.63360214233398, 1063, 467, 665, 453], ['diningtable', 99.7493863105774, 1658, 68, 1032, 238], ['pizza', 87.22705841064453, 1247, 408, 978, 662], ['wine glass', 99.94302988052368, 1219, 1059, 533, 116], ['bottle', 99.51162934303284, 339, 160, 793, 56]]","[['chair', 99.69993829727171, 866, 159, 154686, 3.053278574282469], ['pizza', 95.63360214233398, 765, 559, 126352, 3.183878616592646], ['diningtable', 99.7493863105774, 863, 635, 1262460, 3.1281703305646267], ['pizza', 87.22705841064453, 827, 820, 265124, 2.904346875750829], ['wine glass', 99.94302988052368, 1139, 324, 66720, 3.0262915417375678], ['bottle', 99.51162934303284, 249, 424, 131923, 3.082861508283429]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 249, screen_y= 424, value= ), value= 3) [0.6289]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 765, screen_y= 559, value= None), value= 4) [1.247]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 863, screen_y= 635, value= None), value= 0) [1.5906]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 827, screen_y= 820, value= None), value= 1) [2.1334]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1139, screen_y= 324, value= None), value= 5) [2.5586]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 866, screen_y= 159, value= None), value= 2) [3.1448]']","[[249, 424, 0.6289], [765, 559, 1.247], [863, 635, 1.5906], [827, 820, 2.1334], [1139, 324, 2.5586], [866, 159, 3.1448]]"
000000140373.jpg,"[['chair', 96.72358632087708, 609, 198, 257, 19], ['pizza', 68.75774264335632, 1281, 877, 1049, 731], ['pizza', 85.21203994750977, 1011, 744, 266, 140], ['bottle', 99.80029463768005, 582, 411, 462, 87], ['cup', 97.18369245529176, 266, 135, 616, 269]]","[['chair', 96.72358632087708, 403, 138, 97818, 3.2447855656849507], ['pizza', 68.75774264335632, 1079, 890, 128472, 2.639829444979761], ['pizza', 85.21203994750977, 877, 203, 33642, 2.993078946443729], ['bottle', 99.80029463768005, 496, 274, 64125, 3.136091008604712], ['cup', 97.18369245529176, 200, 442, 45457, 3.130970970671781]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 403, screen_y= 138, value= ), value= 1) [0.5591]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 496, screen_y= 274, value= None), value= 2) [1.0053]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 200, screen_y= 442, value= None), value= 3) [1.4945]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 877, screen_y= 203, value= None), value= 4) [2.0271]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1079, screen_y= 890, value= None), value= 0) [2.594]']","[[403, 138, 0.5591], [496, 274, 1.0053], [200, 442, 1.4945], [877, 203, 2.0271], [1079, 890, 2.594]]"
000000142970.jpg,"[['pizza', 71.92476987838745, 1455, 268, 850, 113], ['diningtable', 94.49884295463562, 1507, 194, 1080, 71], ['wine glass', 67.57902503013611, 674, 452, 93, 18], ['bottle', 81.84285759925842, 1234, 976, 205, 18], ['wine glass', 93.51385831832886, 1551, 1244, 390, 46], ['fork', 99.03716444969177, 495, 125, 497, 419], ['knife', 84.02406573295595, 1538, 1276, 623, 512]]","[['pizza', 71.92476987838745, 861, 481, 874819, 2.8532971047160722], ['diningtable', 94.49884295463562, 850, 575, 1324817, 3.0645536356476737], ['wine glass', 67.57902503013611, 563, 55, 16650, 2.8705459576768826], ['bottle', 81.84285759925842, 1105, 111, 48246, 2.880959989560588], ['wine glass', 93.51385831832886, 1397, 218, 105608, 2.9527394881567255], ['fork', 99.03716444969177, 310, 458, 28860, 3.032683080374178], ['knife', 84.02406573295595, 1407, 567, 29082, 3.1399928008265876]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 310, screen_y= 458, value= ), value= 5) [0.5848]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 563, screen_y= 55, value= None), value= 6) [1.1497]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 861, screen_y= 481, value= None), value= 1) [1.6881]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 850, screen_y= 575, value= None), value= 0) [2.0707]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1105, screen_y= 111, value= None), value= 3) [2.4888]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1397, screen_y= 218, value= None), value= 2) [2.9945]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1407, screen_y= 567, value= None), value= 4) [3.5345]']","[[310, 458, 0.5848], [563, 55, 1.1497], [861, 481, 1.6881], [850, 575, 2.0707], [1105, 111, 2.4888], [1397, 218, 2.9945], [1407, 567, 3.5345]]"
000000147659.jpg,"[['sandwich', 99.19813871383668, 675, 178, 1019, 570], ['bowl', 95.73836326599121, 1531, 1005, 1108, 729], ['bottle', 99.75345134735107, 531, 404, 541, 163], ['cup', 98.00894260406494, 348, 150, 651, 389], ['sandwich', 97.8972554206848, 915, 625, 658, 382], ['sandwich', 98.61814379692078, 1219, 903, 685, 450]]","[['sandwich', 99.19813871383668, 426, 794, 223153, 3.0429823275260346], ['bowl', 95.73836326599121, 1268, 918, 199354, 3.1437628827564215], ['bottle', 99.75345134735107, 467, 352, 48006, 3.1480240848449603], ['cup', 98.00894260406494, 249, 520, 51876, 3.0424232640996305], ['sandwich', 97.8972554206848, 770, 520, 80040, 3.0727075658965775], ['sandwich', 98.61814379692078, 1061, 567, 74260, 3.252639058669682]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 467, screen_y= 352, value= ), value= 5) [0.5966]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 249, screen_y= 520, value= None), value= 4) [1.2273]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 426, screen_y= 794, value= None), value= 0) [1.6966]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 770, screen_y= 520, value= None), value= 2) [2.1784]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1061, screen_y= 567, value= None), value= 3) [2.6031]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1268, screen_y= 918, value= None), value= 1) [3.1566]']","[[467, 352, 0.5966], [249, 520, 1.2273], [426, 794, 1.6966], [770, 520, 2.1784], [1061, 567, 2.6031], [1268, 918, 3.1566]]"
000000148067.jpg,"[['diningtable', 88.15129995346071, 1466, 202, 1008, 244], ['broccoli', 69.55580711364746, 666, 541, 541, 419], ['bottle', 64.50050473213196, 1454, 1284, 772, 488], ['fork', 97.30451703071594, 432, 134, 877, 391]]","[['diningtable', 88.15129995346071, 834, 626, 965696, 2.862799561390971], ['broccoli', 69.55580711364746, 603, 480, 15250, 2.796564523401208], ['bottle', 64.50050473213196, 1369, 630, 48280, 2.7308727625376785], ['fork', 97.30451703071594, 283, 634, 144828, 3.1676160561580122]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 603, screen_y= 480, value= ), value= 3) [0.643]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 834, screen_y= 626, value= None), value= 0) [1.4167]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1369, screen_y= 630, value= None), value= 2) [1.9898]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 283, screen_y= 634, value= None), value= 1) [2.7064]']","[[603, 480, 0.643], [834, 626, 1.4167], [1369, 630, 1.9898], [283, 634, 2.7064]]"
000000148977.jpg,"[['teddy bear', 99.35625195503236, 1334, 318, 1073, 191], ['bottle', 64.44932222366333, 487, 237, 305, 13], ['keyboard', 90.13882279396057, 1531, 1224, 742, 345]]","[['teddy bear', 99.35625195503236, 826, 632, 896112, 3.1701818892459883], ['bottle', 64.44932222366333, 362, 159, 73000, 2.8450108549823563], ['keyboard', 90.13882279396057, 1377, 543, 121879, 3.107146430649863]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 362, screen_y= 159, value= ), value= 2) [0.5032]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 826, screen_y= 632, value= None), value= 0) [1.0593]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1377, screen_y= 543, value= None), value= 1) [1.516]']","[[362, 159, 0.5032], [826, 632, 1.0593], [1377, 543, 1.516]]"
000000165639.jpg,"[['banana', 88.38207721710205, 997, 456, 992, 132]]","[['banana', 88.38207721710205, 726, 562, 465260, 2.899928948420432]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 726, screen_y= 562, value= ), value= 0) [0.6528]']","[[726, 562, 0.6528]]"
000000166375.jpg,"[['oven', 95.83576321601869, 1530, 56, 1085, 203], ['bottle', 89.03299570083618, 1618, 1474, 237, 33]]","[['oven', 95.83576321601869, 793, 644, 1300068, 3.04303032572989], ['bottle', 89.03299570083618, 1546, 135, 29376, 2.897307639396326]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 793, screen_y= 644, value= ), value= 0) [0.6323]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1546, screen_y= 135, value= None), value= 1) [1.4288]']","[[793, 644, 0.6323], [1546, 135, 1.4288]]"
000000177245.jpg,"[['laptop', 99.91378784179688, 918, 419, 1001, 597], ['clock', 66.18058085441591, 1311, 1045, 726, 409], ['bottle', 96.40071988105774, 1608, 1522, 828, 574], ['cup', 70.99876999855043, 1514, 1415, 830, 709], ['mouse', 99.95438456535341, 1149, 1024, 954, 879]]","[['laptop', 99.91378784179688, 668, 799, 201596, 3.0944685687718314], ['clock', 66.18058085441591, 1178, 567, 84322, 2.659629242201343], ['bottle', 96.40071988105774, 1565, 701, 21844, 3.2034260314448653], ['cup', 70.99876999855043, 1464, 769, 11979, 2.9334580827893677], ['mouse', 99.95438456535341, 1086, 916, 9375, 3.067815192343858]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 668, screen_y= 799, value= ), value= 0) [0.6077]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1086, screen_y= 916, value= None), value= 4) [1.2947]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1178, screen_y= 567, value= None), value= 1) [1.8166]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1464, screen_y= 769, value= None), value= 3) [2.4096]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1565, screen_y= 701, value= None), value= 2) [2.9664]']","[[668, 799, 0.6077], [1086, 916, 1.2947], [1178, 567, 1.8166], [1464, 769, 2.4096], [1565, 701, 2.9664]]"
000000182213.jpg,"[['laptop', 99.1382360458374, 1616, 920, 1082, 142], ['diningtable', 81.37178421020508, 1072, 95, 1016, 224], ['sandwich', 73.61336946487427, 669, 393, 531, 318], ['bottle', 96.99479341506958, 385, 157, 815, 279]]","[['laptop', 99.1382360458374, 1268, 612, 654240, 3.1123679648559848], ['diningtable', 81.37178421020508, 583, 620, 773784, 3.001049270658633], ['sandwich', 73.61336946487427, 531, 424, 58788, 2.966744382861514], ['bottle', 96.99479341506958, 271, 547, 122208, 3.08668778711078]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 531, screen_y= 424, value= ), value= 3) [0.6337]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 583, screen_y= 620, value= None), value= 0) [1.1904]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 271, screen_y= 547, value= None), value= 2) [1.788]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1268, screen_y= 612, value= None), value= 1) [2.3974]']","[[531, 424, 0.6337], [583, 620, 1.1904], [271, 547, 1.788], [1268, 612, 2.3974]]"
000000197609.jpg,"[['hot dog', 99.2447018623352, 902, 462, 901, 711], ['bottle', 80.72174191474916, 383, 180, 822, 270]]","[['hot dog', 99.2447018623352, 682, 806, 83600, 3.1954642686366235], ['bottle', 80.72174191474916, 281, 546, 112056, 2.8932102548085843]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 281, screen_y= 546, value= ), value= 0) [0.6165]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 682, screen_y= 806, value= None), value= 1) [1.2099]']","[[281, 546, 0.6165], [682, 806, 1.2099]]"
000000201062.jpg,"[['cup', 80.57212233543395, 1135, 1001, 289, 96], ['bottle', 82.17027187347412, 1405, 1284, 839, 477]]","[['cup', 80.57212233543395, 1068, 192, 25862, 2.864756171557333], ['bottle', 82.17027187347412, 1344, 658, 43802, 2.9372111572041653]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 1068, screen_y= 192, value= ), value= 1) [0.5467]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1344, screen_y= 658, value= None), value= 0) [1.0569]']","[[1068, 192, 0.5467], [1344, 658, 1.0569]]"
